Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
chr8_+_99199243_99199243	11	5	13	9	7	11	9
chr8_+_100025806_100025861	116	8	11	12	17	11	42
chr8_+_100094669_100094674	10	12	7	8	14	8	8
chr8_+_100094677_100094699	12	22	7	8	14	8	10
chr8_+_100094710_100094823	8	4	7	8	16	9	6
chr8_+_101232014_101232092	65	68	95	78	30	83	32
chr8_+_101239407_101239472	13	14	16	14	21	12	17
chr8_+_101239686_101239831	13	14	16	14	21	12	17
chr8_+_102573837_102573845	18	10	27	13	70	16	15
chr8_+_102574012_102574172	18	10	27	13	70	16	15
chr8_+_103633023_103633052	8	10	8	8	17	10	4398
chr8_+_103889733_103889841	23443	18879	11067	28984	15839	18732	30732
chr8_+_104102417_104102469	25	11	20	17	13	16	19
chr8_+_104102477_104102515	23	12	43	22	16	29	46
chr8_+_104222052_104222301	7	27	7	7	6	6	7
chr8_+_104379836_104379865	11	17	147	35	11	35	7
chr8_+_104380234_104380316	10	17	147	34	11	35	7
chr8_+_104496766_104496786	9	11	10	10	21	10	10
chr8_+_104496812_104496832	9	11	10	10	21	10	10
chr8_+_104582151_104582151	22	6	19	20	18	21	10
chr8_+_104900591_104900911	24	6	20	32	24	35	9
chr8_+_105421226_105421231	33	8	16	25	27	16	28
chr8_+_106400322_106400322	6	4	6	16	6	44	5
chr8_+_107351519_107351679	14	24	14	11	10	19	31
chr8_+_107529327_107529327	14	24	14	11	10	19	31
chr8_+_107739071_107739257	12	21	12	11	9	16	25
chr8_+_107739258_107739325	10	17	7	9	9	15	7
chr8_+_107807415_107807647	13	21	12	11	10	18	26
chr8_+_109525010_109525046	25	23	38	38	77	64	121
chr8_+_109525050_109525063	27	22	40	42	69	65	126
chr8_+_110168828_110168917	8	3	7	5	9	5	5
chr8_+_110415725_110415813	155	340	233	309	87	238	120
chr8_+_110443881_110443930	76	143	73	75	36	149	70
chr8_+_110621092_110621231	24	69	38	11	45	21	29
chr8_+_110621485_110621688	21	59	31	11	34	17	25
chr8_+_117847922_117847942	7	68	7	62	277	48	78
chr8_+_118019618_118019663	20422	13333	9304	22004	14353	15067	28815
chr8_+_120148604_120148696	6	4	4	6	8	5	6
chr8_+_120289735_120289906	93	56	41	476	23	426	70
chr8_+_120497732_120497953	14	9	10	12	13	14	12
chr8_+_120955080_120955291	76	65	19	33	32	36	22
chr8_+_121206478_121206595	16	9	10	12	22	17	20
chr8_+_121526823_121526891	2864	6031	1866	2808	5594	4657	13851
chr8_+_121892719_121892725	4	3	4	4	4	4	13
chr8_+_123863075_123863109	8	19	6	8	20	12	7
chr8_+_123863169_123863181	8	19	6	8	28	14	7
chr8_+_123863224_123863345	8	19	6	8	28	14	7
chr8_+_124154079_124154109	16	23	6	8	7	7	8
chr8_+_124154117_124154186	10	32	6	9	6	6	11
chr8_+_124263932_124264010	3134	2526	1095	2259	4672	1671	9628
chr8_+_124498145_124498269	21	19	28	10	35	18	19
chr8_+_125532223_125532283	9	50	16	13	12	10	18
chr8_+_125556130_125556188	29	143	39	24	18	27	216
chr8_+_125556294_125556344	29	143	39	24	18	27	216
chr8_+_125556374_125556530	32	117	40	24	16	31	278
chr8_+_126079900_126079928	35	38	295	19	14	22	49
chr8_+_126079929_126079985	33	42	292	20	14	23	45
chr8_+_126511739_126511783	7	27	71	7	48	13	18
chr8_+_128497038_128497038	62	31	37	82	64	50	53
chr8_+_128817494_128817520	78	925	464	122	152	155	15
chr8_+_128817658_128818022	71	831	400	107	132	134	16
chr8_+_128875902_128876028	14	9	12	10	16	12	10
chr8_+_132985521_132985557	87	33	69	15	34	55	88
chr8_+_133060353_133060429	86	37	70	16	35	58	94
chr8_+_133856738_133856792	21	16	16	19	19	14	19
chr8_+_133856793_133856855	21	28	13	35	15	22	41
chr8_+_133948384_133948427	19	9	11	13	20	16	15
chr8_+_134272463_134272561	10	5	8	9	8	10	12
chr8_+_136538739_136538941	29	9	11	21	19	13	922
chr8_+_136539290_136539476	36	11	14	24	24	17	840
chr8_+_141590547_141590602	57	63	34	231	2	157	70
chr8_+_141590708_141590782	57	63	34	231	2	157	70
chr8_+_142207866_142207973	13	15	10	15	15	14	13
chr8_+_142501188_142501299	10	5	11	9	27	8	10
chr8_+_143542378_143542378	52	22	31	29	38	52	48
chr8_+_143758875_143758942	15	11	12	20	13	18	11
chr8_+_143805595_143805731	19	14	12	6	9	4	7
chr8_+_143913218_143913228	8	8	9	7	10	8	11
chr8_+_144171271_144171274	39	28	61	30	15	86	18
chr8_+_144171275_144171360	47	34	66	36	17	93	22
chr8_+_144173674_144173757	47	34	66	36	17	93	22
chr8_+_144444909_144445186	11	19	10	10	12	8	9
chr8_+_144706699_144706699	14	134	11	18	26	30	11
chr8_+_144711619_144711715	11	119	9	13	22	23	9
chr8_+_144802972_144803185	22	16	17	19	24	21	16
chr8_+_145136155_145136217	290	26	179	77	39	100	375
chr8_+_145136226_145136304	253	23	159	72	32	88	317
chr8_+_145136571_145136631	290	26	179	77	39	100	375
chr8_+_145137354_145137367	290	26	179	77	39	100	375
chr8_+_145138874_145138880	290	26	179	77	39	100	375
chr8_+_145205478_145205518	15	30	28	16	16	13	52
chr8_+_145205555_145205597	15	30	28	16	16	13	52
chr8_+_145205605_145205622	13	28	27	15	15	12	49
chr8_+_145209484_145209509	21	118	40	57	15	29	15
chr8_+_145209511_145209514	57	190	82	110	27	65	28
chr8_+_145209526_145209620	47	169	72	94	24	54	25
chr8_+_145221924_145221963	86	340	524	81	37	84	12
chr8_+_145221966_145221972	86	340	524	81	37	84	12
chr8_+_145221973_145222018	84	336	492	80	35	77	13
chr8_+_145264659_145264707	35	31	30	30	49	24	46
chr8_+_145408687_145408735	35	31	30	30	49	24	46
chr8_+_145486052_145486080	22	24	32	32	26	25	93
chr8_+_145486087_145486091	22	24	32	32	26	25	93
chr8_+_145486093_145486094	25	26	36	35	28	27	107
chr8_+_145486096_145486142	16	15	23	23	18	17	70
chr8_+_145486245_145486280	9	5	9	11	9	7	23
chr8_+_145553016_145553064	24	41	106	52	20	42	20
chr8_+_145553075_145553131	25	41	104	54	21	42	21
chr8_+_145700272_145700339	23	21	17	17	18	16	18
chr8_+_145714142_145714221	24	49	24	32	25	24	27
chr8_+_145718702_145718773	22	47	23	30	20	21	25
chr8_+_145995038_145995215	20727	13258	8517	17893	20387	12645	35720
chr8_+_146023706_146023817	32	28	34	39	38	28	52
chr8_+_146248593_146248630	42	24	72	20	16	21	10
chr8_+_146248634_146248775	42	24	72	20	16	21	10
chr8_-_172150_172395	17	13	13	12	15	16	16
chr8_-_6407882_6408337	11	6	9	15	12	10	11
chr8_-_6722848_6722938	11	9	15	15	2170	10	10
chr8_-_6770984_6771007	9	7	8	12	13	11	9
chr8_-_6783193_6783195	10	9	8	8	8	9	8
chr8_-_6824978_6825023	12	9	7	9	8	8	16
chr8_-_6844088_6844133	12	9	7	9	8	8	16
chr8_-_6863187_6863232	12	9	7	9	8	8	16
chr8_-_6901661_6901668	16	6	12	18	15	12	15
chr8_-_7200278_7200294	23	17	10	9	36	26	21
chr8_-_7297296_7297296	9	7	8	8	9	8	9
chr8_-_7308438_7308601	12	6	8	8	8	9	11
chr8_-_7404643_7404643	2	2	2	2	2	2	2
chr8_-_7427584_7427584	2	2	2	2	2	2	2
chr8_-_8788149_8788547	5	23	6	6	5	6	7
chr8_-_9045548_9045629	19734	12888	8236	18006	16664	12594	33049
chr8_-_9046460_9046493	17211	6825	7037	13641	12636	10812	26193
chr8_-_10625352_10625436	19750	12441	8936	20792	14064	14465	28412
chr8_-_11739592_11739695	2108	163	2620	724	505	1529	64
chr8_-_11742668_11742715	1948	125	2355	685	469	1445	67
chr8_-_11762918_11762996	620	58	1144	390	178	852	36
chr8_-_11763004_11763015	305	60	503	227	138	441	28
chr8_-_11763023_11763030	1009	86	1430	467	226	979	45
chr8_-_11763031_11763036	1402	137	2001	553	259	1133	42
chr8_-_11763037_11763178	171	56	227	183	129	308	32
chr8_-_12088942_12089050	15	10	8	8	6	10	9
chr8_-_12338177_12338251	15	10	8	8	6	10	9
chr8_-_12338266_12338285	14	10	8	8	6	10	9
chr8_-_13018123_13018123	31	72	9	82	12	269	14
chr8_-_13035102_13035193	30	70	8	81	12	268	14
chr8_-_13178399_13178433	31	72	9	82	12	269	14
chr8_-_13416554_13416799	22	14	16	27	24	29	20
chr8_-_16094518_16094584	13	9	11	17	16	14	11
chr8_-_16094591_16094670	13	7	10	15	15	13	11
chr8_-_16903911_16904044	7	5	6	7	7	5	6
chr8_-_17148474_17148586	37	609	345	104	54	120	184
chr8_-_17148637_17148772	38	596	353	110	54	123	191
chr8_-_17315171_17315230	16	46	13	16	39	27	11
chr8_-_17315386_17315410	16	46	13	16	39	27	11
chr8_-_17599438_17599525	15	7	26	13	179	13	17
chr8_-_17624009_17624009	16	8	26	12	177	13	17
chr8_-_17624304_17624363	16	8	26	13	188	13	18
chr8_-_17702665_17702886	15	8	26	12	182	12	17
chr8_-_17787342_17787459	9	16	10	12	812	9	11
chr8_-_17797127_17797326	11	16	13	14	876	11	12
chr8_-_17811750_17811886	8	15	10	11	935	9	11
chr8_-_17812151_17812170	8	15	10	11	935	9	11
chr8_-_17985846_17985867	64	32	45	23	59	30	23
chr8_-_17985878_17985890	367	150	184	36	223	96	36
chr8_-_17985894_17985896	318	54	158	46	121	104	27
chr8_-_17985897_17986158	367	150	184	36	223	96	36
chr8_-_17986690_17986787	336	125	171	33	200	88	32
chr8_-_18585721_18585904	11	6	18	10	12	28	11
chr8_-_18710575_18710684	9	6	14	12	14	39	9
chr8_-_18915443_18915690	8	7	13	13	15	44	9
chr8_-_19504285_19504335	17	27	13	11	28	92	30
chr8_-_19584373_19584373	19	27	15	12	28	81	31
chr8_-_20084892_20084996	27	13	20	25	17	31	20
chr8_-_20156971_20157082	13	7	10	10	12	10	11
chr8_-_21701616_21701861	9	9	8	12	10	10	12
chr8_-_21702273_21702351	15	14	14	19	18	16	18
chr8_-_21827057_21827166	34	11	22	24	37	21	37
chr8_-_22022757_22022909	13	4	12	13	11	19	10
chr8_-_22044463_22044607	28	18	19	21	21	22	21
chr8_-_22054939_22055405	21	63	76	72	32	22	57
chr8_-_22145462_22145599	15	6	8	9	16	13	17
chr8_-_22145795_22145795	14	5	8	12	16	14	20
chr8_-_22582526_22582605	23	67	50	33	17	22	44
chr8_-_22606653_22606806	27	11	19	25	25	24	19
chr8_-_22982351_22982378	6	6	18	108	8	31	7
chr8_-_22982435_22982644	26	13	72	195	35	102	16
chr8_-_23077392_23077489	7	10	10	46	25	25	16
chr8_-_23138517_23138597	37029	13030	14296	28495	18792	19048	33718
chr8_-_23138598_23138624	37029	13030	14296	28495	18792	19048	33718
chr8_-_23233426_23233481	24	5	23	1584	7	1720	7
chr8_-_23317536_23317557	23	6	15	660	9	587	9
chr8_-_23317571_23317576	23	6	15	660	9	587	9
chr8_-_23317577_23317611	21	7	10	346	10	258	11
chr8_-_23317620_23317666	10	4	8	72	8	67	7
chr8_-_23371080_23371118	47	19	28	38	48	41	67
chr8_-_23371121_23371196	30	22	17	30	37	27	56
chr8_-_23596346_23596407	13	11	13	13	16	10	37
chr8_-_23768242_23768270	8	6	7	12	11	139	9
chr8_-_24869945_24870049	26	9	22	22	31	20	19
chr8_-_25338472_25338472	16	5	11	14	11	12	10
chr8_-_25371708_25371760	27	13	64	27	14	46	19
chr8_-_25371858_25371936	27	13	64	27	14	46	19
chr8_-_25958291_25958308	32	18	24	25	35	23	29
chr8_-_26427304_26427399	9	6	6	26	9	28	7
chr8_-_26778832_26778838	15	10	12	14	17	13	13
chr8_-_26780665_26780686	13	6	10	11	11	11	11
chr8_-_27157157_27157233	12	6	7	6	7	6	11
chr8_-_27171814_27171844	9	9	7	7	10	7	7
chr8_-_27171852_27171897	11	7	8	8	13	9	9
chr8_-_27392647_27392729	26	19	18	18	21	24	15
chr8_-_27524744_27524854	118	15	13	13	81	12	206
chr8_-_27525084_27525184	99	12	12	13	57	12	134
chr8_-_27528105_27528161	380	44	15	16	1077	12	5259
chr8_-_27528215_27528287	113	14	12	13	75	12	190
chr8_-_27686015_27686092	33	26	31	23	32	28	31
chr8_-_27751207_27751325	6	29	22	97	7	13	311
chr8_-_27751462_27751494	6	19	7	74	6	6	75
chr8_-_27997306_27997306	4474	128	654	4864	46	2255	1346
chr8_-_28299508_28299614	12	39	8	18	13	11	8
chr8_-_28299850_28299901	15	108	25	25	40	14	9
chr8_-_28403652_28403745	9	32	6	14	9	8	7
chr8_-_28803341_28803417	6	21	7	7	7	5	13
chr8_-_28803616_28803616	7	25	7	8	7	6	14
chr8_-_29176490_29176577	10	25	8	12	37	8	15
chr8_-_29262240_29262240	38	7	27	10	30	10	8
chr8_-_29263714_29264265	39	7	26	10	30	10	8
chr8_-_30060003_30060027	223	517	476	306	699	394	555
chr8_-_30060029_30060200	218	503	467	291	688	392	551
chr8_-_30635112_30635132	34	38	49	40	24	57	69
chr8_-_30635207_30635350	36	38	51	42	25	59	71
chr8_-_30704762_30704901	10	11	14	15	6	9	5
chr8_-_30704984_30705048	11	12	14	15	6	10	5
chr8_-_30789476_30789546	234	141	524	349	197	428	368
chr8_-_30789846_30789863	30	29	48	43	29	47	37
chr8_-_30789865_30789922	46	34	48	66	40	64	43
chr8_-_30826074_30826149	11	9	7	6	11	7	13
chr8_-_31009858_31009858	18	7	12	10	9	9	15
chr8_-_31010772_31010772	18	7	12	10	9	9	15
chr8_-_33490094_33490244	11	12	10	10	7	8	21
chr8_-_33544184_33544226	28	11	24	33	22	21	30
chr8_-_33576821_33576837	23	11	10	19	27	14	15
chr8_-_33576907_33577026	25	11	12	23	32	15	15
chr8_-_33577033_33577042	23	11	12	22	30	15	15
chr8_-_37826458_37826517	21	23	16	24	20	14	19
chr8_-_37826519_37826568	23	28	19	27	24	16	22
chr8_-_37826588_37826616	21	22	16	23	19	14	18
chr8_-_37847095_37847122	17810	9035	7682	14673	17042	11902	25958
chr8_-_37876129_37876190	11	24	8	10	22	11	7
chr8_-_37941970_37941982	14	4	11	13	14	17	13
chr8_-_37943143_37943340	13	7	7	8	10	8	8
chr8_-_38127489_38127756	10	9	6	7	8	9	53
chr8_-_38152985_38153188	105	138	225	194	54	200	119
chr8_-_38153325_38153366	1223	274	976	1199	1354	874	1370
chr8_-_38153369_38153390	111	154	241	203	53	214	127
chr8_-_38358495_38358526	3	17	6	3	3	3	4
chr8_-_38358623_38358943	12	9	13	9	13	12	9
chr8_-_38358944_38358963	11	8	12	8	12	12	9
chr8_-_38444398_38444519	66	14	17	42	51	42	40
chr8_-_38444675_38444848	49	12	14	34	32	32	29
chr8_-_38444982_38445229	14	14	14	15	22	12	12
chr8_-_38445272_38445345	78	12	16	44	64	50	42
chr8_-_38445508_38445508	90	16	19	53	77	59	54
chr8_-_38505331_38505336	16100	23043	7992	21755	12803	13611	25987
chr8_-_38577891_38577956	7	89	23	30	22	29	14
chr8_-_38973139_38973160	11036	5858	5284	8892	13111	7637	22030
chr8_-_38973182_38973197	11036	5858	5284	8892	13111	7637	22030
chr8_-_39814860_39814935	10	8	10	12	13	10	155
chr8_-_40874485_40874503	9	5	6	10	9	12	6
chr8_-_41286088_41286287	18	5	15	15	9	64	11
chr8_-_41641881_41641960	9	41	7	8	10	6	7
chr8_-_41774296_41774298	9	81	8	10	11	8	8
chr8_-_41873401_41873534	10	163	10	12	12	8	8
chr8_-_42028634_42028678	12	46	17	17	22	14	34
chr8_-_42184194_42184296	16	5	17	497	26	34	24
chr8_-_42184350_42184353	17	5	17	483	25	34	24
chr8_-_42353719_42353900	7	6	7	10	10	6	7
chr8_-_42516205_42516231	9	6	32	7	16	8	13
chr8_-_42742729_42742931	22	11	21	29	25	28	25
chr8_-_42817604_42817632	8	14	8	9	11	12	12
chr8_-_42870779_42871022	20	13	12	11	10	21	13
chr8_-_48813236_48813239	99	27	46	158	133	232	5
chr8_-_48813256_48813322	142	136	248	331	750	530	16
chr8_-_49035235_49035250	7	645	79	25	25	29	19
chr8_-_49035263_49035297	36	121	93	19	18	50	23
chr8_-_49810270_49810422	14	7	7	9	9	13	16
chr8_-_49996353_49996544	287	10	506	170	19	85	9
chr8_-_53484753_53484994	8	6	9	9	12	8	10
chr8_-_53789535_53789543	18	40	22	19	21	28	66
chr8_-_53789544_53789588	18	40	22	19	21	28	66
chr8_-_54326722_54326809	8	6	8	9	12	7	8
chr8_-_54918099_54918171	26	73	163	55	20	33	27
chr8_-_54918325_54918365	25	72	161	54	19	33	26
chr8_-_54918369_54918387	26	73	163	55	20	33	27
chr8_-_54918389_54918422	26	76	159	58	20	34	27
chr8_-_55097237_55097403	100	716	535	376	115	293	118
chr8_-_55097404_55097411	74	754	532	376	105	292	93
chr8_-_55097533_55097612	100	716	535	376	115	293	118
chr8_-_55176920_55177182	30	85	350	38	17	102	49
chr8_-_56848423_56848479	715	201	397	575	475	431	412
chr8_-_57149588_57149693	5771	8391	7299	7843	4007	7152	5899
chr8_-_57189094_57189094	9	6	5	5	6	6	8
chr8_-_57286381_57286398	12	17	12	10	15	10	13
chr8_-_57286412_57286419	12	17	12	10	15	10	13
chr8_-_57521065_57521146	14	5	12	14	13	13	553
chr8_-_57521702_57521864	10	5	9	11	9	9	607
chr8_-_58068697_58068924	209	47	75	139	85	244	107
chr8_-_58068930_58068935	62	28	54	106	27	157	53
chr8_-_58068956_58068956	76	31	67	110	30	175	59
chr8_-_58068977_58068984	62	28	54	106	27	157	53
chr8_-_59575249_59575273	7	6	7	7	7	9	6
chr8_-_59734474_59734741	85	306	81	32	34	36	25
chr8_-_59734742_59734794	43	213	36	12	20	13	15
chr8_-_59734939_59734941	36	243	55	14	26	16	13
chr8_-_59734957_59734973	36	243	55	14	26	16	13
chr8_-_60194099_60194353	10	12	10	11	13	9	11
chr8_-_61356436_61356514	9	14	9	12	13	9	10
chr8_-_62764839_62764961	90	11	47	70	34	77	11
chr8_-_62789483_62789662	82	9	31	63	16	61	8
chr8_-_62789665_62789720	677	18	379	382	81	629	12
chr8_-_62789721_62789766	219	12	106	153	33	185	9
chr8_-_64113898_64113997	15	109	99	70	9	88	58
chr8_-_64114163_64114163	13	91	94	68	9	84	56
chr8_-_64161136_64161227	8	5	7	7	7	8	6
chr8_-_65873658_65874009	9	10	6	8	9	6	6
chr8_-_66708948_66708951	20	70	49	25	14	35	16
chr8_-_66708967_66709005	20	70	49	25	14	35	16
chr8_-_67253234_67253399	15	8	8	10	15	8	10
chr8_-_67687980_67688077	11	8	9	12	9	8	75
chr8_-_67741751_67741820	7	8	6	7	8	8	7
chr8_-_67741916_67741925	7	8	6	7	8	7	7
chr8_-_67741931_67741941	7	8	6	7	8	7	7
chr8_-_67742000_67742016	7	8	6	7	8	7	7
chr8_-_67742032_67742065	7	8	6	7	8	7	7
chr8_-_68136700_68136815	57	185	154	69	58	101	142
chr8_-_68136881_68136926	64	217	188	74	71	118	179
chr8_-_68137102_68137124	71	227	198	76	84	127	215
chr8_-_68418465_68418574	10	43	14	9	12	12	50
chr8_-_70907957_70907957	17	11	10	9	17	9	13
chr8_-_70908130_70908178	14	10	8	8	14	8	11
chr8_-_70909754_70909852	13	9	8	7	13	7	10
chr8_-_71146022_71146028	23	7	18	28	19	21	27
chr8_-_71146103_71146115	25	10	20	26	21	19	25
chr8_-_71478560_71478601	10	6	6	8	9	6	7
chr8_-_71682987_71683166	300	181	508	250	108	411	135
chr8_-_71683174_71683247	368	305	671	278	195	534	144
chr8_-_71743908_71743969	10	11	8	5	10	6	12
chr8_-_71743973_71744033	11	10	8	6	11	7	10
chr8_-_72431274_72431532	8	6	6	9	9	6	10
chr8_-_72436519_72436560	8	6	6	9	9	6	10
chr8_-_72437020_72437039	8	6	6	9	9	6	10
chr8_-_72918697_72918817	17	8	6	37	8	34	7
chr8_-_72918938_72919048	17	8	6	37	8	34	7
chr8_-_72919161_72919204	17	8	6	37	8	34	7
chr8_-_72919241_72919284	17	8	6	37	8	34	7
chr8_-_73150371_73150405	13	9	13	13	10	13	13
chr8_-_74167886_74168060	17	8	12	14	16	14	9
chr8_-_74368400_74368422	5353	7578	7829	6141	7304	7595	4100
chr8_-_74821610_74821633	17	34	13	12	14	9	8
chr8_-_74821636_74821789	17	34	13	12	14	9	8
chr8_-_74822496_74822496	17	34	13	12	14	9	8
chr8_-_74953604_74953624	14	21	10	12	11	13	8
chr8_-_74953626_74953630	16	21	10	13	11	14	8
chr8_-_74953632_74953638	16	21	10	13	11	14	8
chr8_-_74953652_74953674	16	21	10	13	11	14	8
chr8_-_75046892_75046913	156	111	512	349	75	331	333
chr8_-_75046918_75046958	76	64	212	128	41	148	121
chr8_-_75046976_75047035	64	60	178	97	35	125	100
chr8_-_75047054_75047076	95	86	282	162	45	203	182
chr8_-_78074851_78075078	16	29	72	24	12	40	13
chr8_-_78075834_78075834	17	27	70	26	12	40	13
chr8_-_79880095_79880312	15	21	11	14	19	15	15
chr8_-_80842452_80842652	11	8	12	11	23	13	19
chr8_-_81104938_81105072	14	151	66	16	10	26	17
chr8_-_81155564_81155605	14	21	117	13	40	13	14
chr8_-_81246215_81246435	18	16	83	17	42	16	17
chr8_-_82186832_82186907	1990	5189	1224	1330	5339	1314	10042
chr8_-_82522175_82522273	28	10	18	18	19	16	23
chr8_-_82557956_82558030	5859	23	6	11	304	7	6
chr8_-_82761072_82761143	12	141	82	26	39	44	250
chr8_-_82796065_82796098	20	70	52	15	97	17	10
chr8_-_82916982_82917075	11	8	9	9	8	8	9
chr8_-_86441115_86441194	47	408	30	27	25	19	26
chr8_-_86477585_86477593	42	479	26	27	17	20	28
chr8_-_87589965_87590094	20	36	37	22	13	49	33
chr8_-_87590097_87590127	25	40	30	28	11	55	37
chr8_-_87824996_87825060	83	32	66	78	147	68	125
chr8_-_89408832_89408893	15	8	12	37	14	17	15
chr8_-_91065961_91066055	27	64	26	23	32	37	22
chr8_-_91066060_91066100	28	62	26	22	33	35	19
chr8_-_91164100_91164282	11	6	8	10	13	9	9
chr8_-_93099040_93099083	11	6	7	9	10	10	10
chr8_-_93144366_93144366	20	10	11	17	16	11	17
chr8_-_93176618_93176665	11	6	7	9	10	10	10
chr8_-_93176819_93176887	8	7	6	6	8	10	7
chr8_-_93177057_93177057	11	5	7	9	10	10	10
chr8_-_93181091_93181091	11	5	7	9	10	10	10
chr8_-_93184629_93184633	11	5	7	9	10	10	10
chr8_-_94822363_94822371	22	21	27	35	21	22	31
chr8_-_94822387_94822420	24	16	23	29	22	20	25
chr8_-_95289945_95289995	15	8	7	23	13	16	11
chr8_-_95298706_95298706	15	8	7	23	13	16	11
chr8_-_95343696_95343701	29	8	20	15	47	13	25
chr8_-_95343716_95343740	9	10	8	8	33	8	9
chr8_-_95556460_95556531	9	13	9	11	9	11	11
chr8_-_95720870_95720950	19750	12441	8936	20792	14064	14465	28412
chr8_-_95976599_95976657	11	15	8	9	10	8	11
chr8_-_96350575_96350707	29991	20872	11932	27553	21271	19076	39191
chr8_-_97316933_97317037	172	139	181	164	166	227	137
chr8_-_97342971_97343016	22	54	21	16	29	20	15
chr8_-_98359248_98359321	22	67	14	39	19	36	566
chr8_-_98359347_98359352	22	67	14	39	19	36	566
chr8_-_99126770_99126798	324	534	478	279	235	265	200
chr8_-_99126927_99126934	5925	7250	7603	5018	5884	5224	4637
chr8_-_99126942_99127003	5730	6569	7299	4806	5911	5037	4389
chr8_-_99198499_99198540	35	38	32	8	9	9	21
chr8_-_99198556_99198594	25	44	32	11	8	9	13
chr8_-_99375739_99375812	52	28	28	26	60	43	56
chr8_-_99906944_99907102	21	11	27	16	20	13	13
chr8_-_100975041_100975070	1184	728	1545	1076	365	941	1329
chr8_-_100975086_100975109	1558	1127	1822	1894	448	1499	1985
chr8_-_100975417_100975417	1665	1269	1971	1925	514	1570	2189
chr8_-_101384633_101384662	16	16	10	23	16	14	20
chr8_-_101391356_101391358	22	47	18	17	47	15	32
chr8_-_101391421_101391502	16	14	10	24	15	14	20
chr8_-_101641046_101641187	8	31	5	8	9	6	7
chr8_-_101802911_101803054	4076	5363	3571	3710	1329	3410	8855
chr8_-_101803338_101803456	4314	5540	3926	3633	1637	3673	9351
chr8_-_101803466_101803477	4089	5038	3798	3580	1389	3600	9372
chr8_-_101803489_101803497	4464	5650	4157	3587	1857	3842	9665
chr8_-_101804114_101804170	4464	5650	4157	3587	1857	3842	9665
chr8_-_102005697_102005703	545	171	1469	1193	26	860	1670
chr8_-_102029997_102030305	454	206	1471	927	32	805	705
chr8_-_102031943_102032008	357	266	1573	665	149	699	245
chr8_-_102032529_102032747	357	266	1573	665	149	699	245
chr8_-_102032852_102032893	353	258	1545	655	144	688	244
chr8_-_102033372_102033401	394	251	1527	766	91	733	365
chr8_-_102033409_102033422	461	198	1523	837	39	818	600
chr8_-_102033423_102033423	357	266	1573	665	149	699	245
chr8_-_102033424_102033428	370	256	1583	686	126	721	272
chr8_-_102033434_102033442	357	266	1573	665	149	699	245
chr8_-_102033444_102033449	406	239	1554	782	84	758	388
chr8_-_102033510_102033532	357	266	1573	665	149	699	245
chr8_-_102034272_102034310	509	196	1271	1149	21	726	1515
chr8_-_102034370_102034434	357	266	1573	665	149	699	245
chr8_-_102034730_102034775	380	249	1591	702	112	739	294
chr8_-_102034777_102034822	357	266	1573	665	149	699	245
chr8_-_102286695_102287043	82	425	138	138	128	90	126
chr8_-_102287044_102287060	129	671	239	176	214	145	172
chr8_-_102287083_102287178	138	695	242	170	247	144	189
chr8_-_102872354_102872364	5	5	3	4	7	3	8
chr8_-_102872372_102872380	5	5	3	4	7	3	8
chr8_-_102872614_102872614	5	5	3	4	7	3	8
chr8_-_103205662_103205737	5	5	3	4	7	3	8
chr8_-_103206310_103206310	5	5	3	4	7	3	8
chr8_-_103493637_103493670	20	39	21	17	18	26	38
chr8_-_103494073_103494102	33	48	64	35	27	58	385
chr8_-_103735194_103735343	17	98	138	58	86	105	51
chr8_-_103737058_103737158	17	98	138	58	86	105	51
chr8_-_103945521_103945550	50	54	124	44	53	40	22
chr8_-_103945566_103945576	62	135	166	69	102	55	38
chr8_-_104496444_104496483	15	36	18	29	10	47	31
chr8_-_104496495_104496516	9	33	13	22	5	28	17
chr8_-_104496549_104496760	15	35	18	29	10	47	31
chr8_-_105548323_105548460	11	7	8	7	6	6	8
chr8_-_105670300_105670398	18	12	17	28	21	25	16
chr8_-_105670410_105670437	10	10	14	27	10	30	9
chr8_-_108579270_108579458	15	72	10	12	13	12	10
chr8_-_109330101_109330114	837	2953	1757	1006	1291	1099	611
chr8_-_109330116_109330206	861	3030	1788	1038	1319	1125	631
chr8_-_110689396_110689408	42	8	16	24	220	24	16
chr8_-_110724594_110724594	13	5	8	7	292	7	6
chr8_-_110726201_110726226	13	5	8	7	300	7	6
chr8_-_110726921_110726997	13	5	8	7	292	7	6
chr8_-_110730183_110730307	13	5	8	7	292	7	6
chr8_-_110762409_110762409	13	5	8	7	292	7	6
chr8_-_110773195_110773195	13	5	8	7	292	7	6
chr8_-_111056099_111056185	8	6	7	7	8	7	6
chr8_-_116750277_116750401	29	17	13	26	32	29	20
chr8_-_116750427_116750592	29	17	13	26	32	29	20
chr8_-_117837202_117837223	196	1424	1155	559	298	747	684
chr8_-_117837224_117837234	133	1260	956	462	206	609	495
chr8_-_117837240_117837264	271	1692	1445	713	495	910	971
chr8_-_117956062_117956195	87	248	110	172	44	82	250
chr8_-_117956226_117956300	83	257	117	172	48	85	243
chr8_-_119192985_119193299	91	26	172	466	74	530	57
chr8_-_120033240_120033563	28	9	18	23	19	20	14
chr8_-_120720200_120720286	34	9	5	7	151	7	41
chr8_-_120914233_120914283	9	53	22	11	14	21	31
chr8_-_120937215_120937376	42	117	29	34	35	24	36
